Ntop TotalCurrent(iv_0.0_9) X,Ntop TotalCurrent(iv_0.0_9) Y
0,-4.5370354e-18
0,-1.4961205e-19
0,1.4932231e-16
0,2.1453914e-16
0,2.6750901e-16
0,3.1431791e-16
0,3.5767214e-16
0,3.9699012e-16
0,4.3624927e-16
0,4.7141563e-16
0,5.0734784e-16
0,5.4186704e-16
0,5.4119717e-16
-0.5,6.9323374e-16
-1,8.2276198e-16
-1.5,9.3817145e-16
-2,1.0290341e-15
-2.5,1.1010113e-15
-3,1.168629e-15
-3.5,1.2180542e-15
-4,1.2519258e-15
-4.5,1.2847247e-15
-5,1.3069031e-15
-5.5,1.3208996e-15
-6,1.3334641e-15
-6.5,1.3427217e-15
-7,1.3446081e-15
-7.5,1.3611727e-15
-8,1.3604365e-15
-8.5,1.3643288e-15
-9,1.3569005e-15
-9.5,1.3569872e-15
-10,1.367244e-15
-10.5,1.3811465e-15
-11,1.3799328e-15
-11.5,1.3592336e-15
-12,1.3620312e-15
-12.5,1.3763415e-15
-13,1.3764265e-15
-13.5,1.3831847e-15
-14,1.3623374e-15
-14.5,1.3537109e-15
-15,1.3724109e-15
-15.5,1.3413581e-15
-16,1.3476909e-15
-16.5,1.3909136e-15
-17,1.3797161e-15
-17.5,1.3230996e-15
-18,1.3347274e-15
-18.5,1.2376029e-15
-19,1.2283131e-15
-19.5,1.1003929e-15
-20,9.6462011e-16
-20.5,8.4402714e-16
-21,7.5034173e-16
-21.5,6.5844729e-16
-22,5.7820377e-16
-22.5,4.8062384e-16
-23,4.6509444e-16
-23.5,4.082534e-16
-24,3.6437048e-16
-24.5,3.3687578e-16
-25,3.1290781e-16
-25.5,2.7844506e-16
-26,2.4574886e-16
-26.5,2.2525665e-16
-27,2.1529097e-16
-27.5,7.1280646e-17
-28,1.0686197e-16
-28.5,1.2346577e-16
-29,1.0220536e-16
-29.5,1.2789982e-16
-30,1.2214059e-16
-30.5,1.2971123e-16
-31,1.4449742e-16
-31.5,1.996726e-16
-32,1.1010132e-16
-32.5,1.3350507e-16
-33,1.2297587e-16
-33.5,1.3939124e-16
-34,9.9585253e-17
-34.5,1.0971985e-16
-35,1.0260305e-16
-35.5,9.5486361e-17
-36,1.0437873e-16
-36.5,8.544752e-17
-37,1.038322e-16
-37.5,1.067052e-16
-38,6.8470464e-17
-38.5,1.14984e-16
-39,1.0199325e-16
-39.5,1.2081955e-16
-40,7.3850487e-17
-40.5,7.8818121e-17
-41,1.0424755e-16
-41.5,1.0044414e-16
-42,1.0427466e-16
-42.5,1.0902182e-16
-43,9.2295954e-17
-43.5,8.9478769e-17
-44,9.8112463e-17
-44.5,9.0935316e-17
-45,8.4885654e-17
-45.5,5.8635661e-17
-46,1.0933924e-16
-46.5,6.9245984e-17
-47,6.7663288e-17
-47.5,7.5648904e-17
-48,5.7207284e-17
-48.5,8.2601603e-17
-49,7.1138466e-17
-49.5,7.0767408e-17
-50,9.042786e-17

