c(Ntop:Ntop)(cv_n223_ac_des) X,c(Ntop:Ntop)(cv_n223_ac_des) Y
-0.05,1.3996365e-15
-0.14555556,1.3954945e-15
-0.32817284,1.3887698e-15
-0.67717476,1.3788456e-15
-1.1771748,1.3681226e-15
-1.6771748,1.3581018e-15
-2.1771748,1.3450756e-15
-2.6771748,1.3240637e-15
-3.1771748,1.2928749e-15
-3.6771748,1.2573612e-15
-4.1771748,1.2265237e-15
-4.6771748,1.2031715e-15
-5.1771748,1.1854692e-15
-5.6771748,1.1712781e-15
-6.1771748,1.1592579e-15
-6.6771748,1.1486595e-15
-7.1771748,1.1390554e-15
-7.6771748,1.1301861e-15
-8.1771748,1.1218829e-15
-8.6771748,1.1140307e-15
-9.1771748,1.1065474e-15
-9.6771748,1.0993726e-15
-10.177175,1.0924609e-15
-10.677175,1.0857778e-15
-11.177175,1.0792964e-15
-11.677175,1.0729961e-15
-12.177175,1.0668616e-15
-12.677175,1.0608819e-15
-13.177175,1.05505e-15
-13.677175,1.0493627e-15
-14.177175,1.0438203e-15
-14.677175,1.0384264e-15
-15.177175,1.0331879e-15
-15.677175,1.0281141e-15
-16.177175,1.023217e-15
-16.677175,1.0185102e-15
-17.177175,1.0140084e-15
-17.677175,1.0097267e-15
-18.177175,1.0056801e-15
-18.677175,1.0018831e-15
-19.177175,9.983499e-16
-19.677175,9.9509515e-16
-20.177175,9.9213459e-16
-20.677175,9.8948514e-16
-21.177175,9.8716226e-16
-21.677175,9.8517382e-16
-22.177175,9.8351248e-16
-22.677175,9.8215171e-16
-23.177175,9.810496e-16
-23.677175,9.8015826e-16
-24.177175,9.7943279e-16
-24.677175,9.7883617e-16
-25.177175,9.7834004e-16
-25.677175,9.7792345e-16
-26.177175,9.7757098e-16
-26.677175,9.7727123e-16
-27.177175,9.7701555e-16
-27.677175,9.7679725e-16
-28.177175,9.7661102e-16
-28.677175,9.7645258e-16
-29.177175,9.7631838e-16
-29.677175,9.7620548e-16
-30.177175,9.7611138e-16
-30.677175,9.7603395e-16
-31.177175,9.7597135e-16
-31.677175,9.7592196e-16
-32.177175,9.7588441e-16
-32.677175,9.7585746e-16
-33.177175,9.7584002e-16
-33.677175,9.7583114e-16
-34.177175,9.7582995e-16
-34.677175,9.7583571e-16
-35.177175,9.7584771e-16
-35.677175,9.7586536e-16
-36.177175,9.758881e-16
-36.677175,9.7591543e-16
-37.177175,9.7594691e-16
-37.677175,9.7598214e-16
-38.177175,9.7602074e-16
-38.677175,9.760624e-16
-39.177175,9.761068e-16
-39.677175,9.7615369e-16
-40.177175,9.7620281e-16
-40.677175,9.7625395e-16
-41.177175,9.7630691e-16
-41.677175,9.7636149e-16
-42.177175,9.7641755e-16
-42.677175,9.7647493e-16
-43.177175,9.765335e-16
-43.677175,9.7659313e-16
-44.177175,9.7665372e-16
-44.677175,9.7671516e-16
-45.177175,9.7677738e-16
-45.677175,9.7684027e-16
-46.177175,9.7690379e-16
-46.677175,9.7696785e-16
-47.177175,9.7703239e-16
-47.677175,9.7709738e-16
-48.177175,9.7716275e-16
-48.677175,9.7722846e-16
-49.177175,9.7729448e-16
-49.677175,9.7736077e-16
-50,9.7740369e-16

